store,date,product_name,regular_price,discounted_price
lidl,2017-04-26,Sladka smetana,,39.0
lidl,2017-04-26,Temno grozdje,,39.0
lidl,2017-04-26,Motovilec,,79.0
mercator,2017-04-26,Mercator akcija Enkrat kupite,,20.0
mercator,2017-04-26,Mercator akcija Enkrat kupite,,20.0
mercator,2017-04-26,Mlado zelje,,99.0
mercator,2017-04-26,Čebula pakirana po,,69.0
mercator,2017-04-26,Korenje BIO Zone pakirano,,9.0
mercator,2017-04-26,Puranji file brez kosti,,99.0
mercator,2017-04-26,Mlado zelje,,99.0
mercator,2017-04-26,Čebula pakirana po,,69.0
mercator,2017-04-26,Korenje BIO Zone pakirano,,9.0
mercator,2017-04-26,Puranji file brez kosti,,99.0
lidl,2017-05-03,Mesna lazanja (-,,49.0
lidl,2017-05-03,Mesni mini polpeti,,79.0
lidl,2017-05-03,Listnato testo (-,,59.0
lidl,2017-05-03,Sredozemski pršut (-,,39.0
lidl,2017-05-03,Ciabatta,,69.0
lidl,2017-05-03,Bučke nepakirane (-,,89.0
lidl,2017-05-03,Avokado (-,,79.0
lidl,2017-05-03,Mesna lazanja (-,,49.0
lidl,2017-05-03,Mesni mini polpeti,,79.0
lidl,2017-05-03,Listnato testo (-,,59.0
lidl,2017-05-03,Sredozemski pršut (-,,39.0
lidl,2017-05-03,Ciabatta,,69.0
lidl,2017-05-03,Bučke nepakirane (-,,89.0
lidl,2017-05-03,Avokado (-,,79.0
lidl,2017-05-10,Ameriški burger Ave,,69.0
lidl,2017-05-10,Puranja posebna klobasa,,39.0
lidl,2017-05-10,Pšenična štručka,,13.0
lidl,2017-05-10,Tekoči jogurt Pilos,,35.0
lidl,2017-05-10,Vrtna zelišča za lonček,,69.0
lidl,2017-05-10,Kumare,,49.0
lidl,2017-05-10,Ameriški burger Ave,,69.0
lidl,2017-05-10,Puranja posebna klobasa,,39.0
lidl,2017-05-10,Pšenična štručka,,13.0
lidl,2017-05-10,Tekoči jogurt Pilos,,35.0
lidl,2017-05-10,Vrtna zelišča za lonček,,69.0
lidl,2017-05-10,Kumare,,49.0
mercator,2017-05-11,Mercator akcija Enkrat kupite,,20.0
mercator,2017-05-11,Mercator akcija Enkrat kupite,,20.0
lidl,2017-05-17,XXL piščančja nabodala,,79.0
lidl,2017-05-17,XXL Tirolska salama,,29.0
lidl,2017-05-17,Bageta,,29.0
lidl,2017-05-17,XXL Lokavski pršut,,97.0
lidl,2017-05-17,Topljeni sir,,99.0
lidl,2017-05-17,Borovnice,,29.0
lidl,2017-05-17,Solatni srčki,,79.0
lidl,2017-05-17,XXL piščančja nabodala,,79.0
lidl,2017-05-17,XXL Tirolska salama,,29.0
lidl,2017-05-17,Bageta,,29.0
lidl,2017-05-17,XXL Lokavski pršut,,97.0
lidl,2017-05-17,Topljeni sir,,99.0
lidl,2017-05-17,Borovnice,,29.0
lidl,2017-05-17,Solatni srčki,,79.0
mercator,2017-05-18,Mercator akcija Enkrat kupite,,20.0
mercator,2017-05-18,Mercator akcija Enkrat kupite,,20.0
lidl,2017-05-24,Topljeni sir,,29.0
lidl,2017-05-24,Mesne kroglice,,99.0
lidl,2017-05-24,Smetanov namaz,,89.0
lidl,2017-05-24,Delikatesna salama,,59.0
lidl,2017-05-24,Žemlja,,13.0
lidl,2017-05-24,Mango,,19.0
lidl,2017-05-24,Motovilec,,79.0
lidl,2017-05-24,Topljeni sir,,29.0
lidl,2017-05-24,Mesne kroglice,,99.0
lidl,2017-05-24,Smetanov namaz,,89.0
lidl,2017-05-24,Delikatesna salama,,59.0
lidl,2017-05-24,Žemlja,,13.0
lidl,2017-05-24,Mango,,19.0
lidl,2017-05-24,Motovilec,,79.0
mercator,2017-05-24,Slovenske jagode,,99.0
mercator,2017-05-24,Slovenske jagode,,99.0
mercator,2017-05-25,Mercator akcija Enkrat kupite,,20.0
mercator,2017-05-25,Mercator akcija Enkrat kupite,,20.0
lidl,2017-05-31,Svinjsko meso za golaž,,89.0
lidl,2017-05-31,Trojni narezek,,39.0
lidl,2017-05-31,Štručka s semeni,,19.0
lidl,2017-05-31,Lahki sadni jogurt,,49.0
lidl,2017-05-31,Sir Gavda,,39.0
lidl,2017-05-31,Nektarine,,49.0
lidl,2017-05-31,Rukola,,79.0
lidl,2017-05-31,Svinjsko meso za golaž,,89.0
lidl,2017-05-31,Trojni narezek,,39.0
lidl,2017-05-31,Štručka s semeni,,19.0
lidl,2017-05-31,Lahki sadni jogurt,,49.0
lidl,2017-05-31,Sir Gavda,,39.0
lidl,2017-05-31,Nektarine,,49.0
lidl,2017-05-31,Rukola,,79.0
mercator,2017-05-31,Jabolka Idared po super ceni,,89.0
mercator,2017-05-31,Jabolka Idared po super ceni,,89.0
lidl,2017-06-07,Salama,,79.0
lidl,2017-06-07,Puranje meso v kockah,,29.0
lidl,2017-06-07,Štručka z bučnimi semeni,,29.0
lidl,2017-06-07,Testo za pico,,89.0
lidl,2017-06-07,Tekoči jogurt,,79.0
lidl,2017-06-07,Banane,,99.0
lidl,2017-06-07,Češnjev paradižnik Datterino,,69.0
lidl,2017-06-07,Salama,,79.0
lidl,2017-06-07,Puranje meso v kockah,,29.0
lidl,2017-06-07,Štručka z bučnimi semeni,,29.0
lidl,2017-06-07,Testo za pico,,89.0
lidl,2017-06-07,Tekoči jogurt,,79.0
lidl,2017-06-07,Banane,,99.0
lidl,2017-06-07,Češnjev paradižnik Datterino,,69.0
mercator,2017-06-07,Svinjski kare brez kosti,,49.0
mercator,2017-06-07,Hrenovke v naravnem ovoju,,99.0
mercator,2017-06-07,Melone,,89.0
mercator,2017-06-07,Dodatek jedem Vegeta,,29.0
mercator,2017-06-07,Svinjski kare brez kosti,,49.0
mercator,2017-06-07,Hrenovke v naravnem ovoju,,99.0
mercator,2017-06-07,Melone,,89.0
mercator,2017-06-07,Dodatek jedem Vegeta,,29.0
mercator,2017-06-08,Mercator akcija Enkrat kupite,,20.0
mercator,2017-06-08,Mercator akcija Enkrat kupite,,20.0
lidl,2017-06-14,Svinjski zrezki za hitro pripravo,,39.0
lidl,2017-06-14,XXL tekoči jogurt,,19.0
lidl,2017-06-14,Kajzerica,,9.0
lidl,2017-06-14,Klobasa za kuhanje,,29.0
lidl,2017-06-14,Sir Tilster,,79.0
lidl,2017-06-14,Rdeča paprika,,99.0
lidl,2017-06-14,Maline,,19.0
lidl,2017-06-14,Svinjski zrezki za hitro pripravo,,39.0
lidl,2017-06-14,XXL tekoči jogurt,,19.0
lidl,2017-06-14,Kajzerica,,9.0
lidl,2017-06-14,Klobasa za kuhanje,,29.0
lidl,2017-06-14,Sir Tilster,,79.0
lidl,2017-06-14,Rdeča paprika,,99.0
lidl,2017-06-14,Maline,,19.0
mercator,2017-06-14,Kumare,,55.0
mercator,2017-06-14,Svinjsko stegno,,49.0
mercator,2017-06-14,Riž Zlato polje Sant’Andrea,,79.0
mercator,2017-06-14,Kumare,,55.0
mercator,2017-06-14,Svinjsko stegno,,49.0
mercator,2017-06-14,Riž Zlato polje Sant’Andrea,,79.0
mercator,2017-06-15,Mercator akcija Enkrat kupite,,20.0
mercator,2017-06-15,Mercator akcija Enkrat kupite,,20.0
lidl,2017-06-21,Poli mini,,23.0
lidl,2017-06-21,Pragerska salama,,59.0
lidl,2017-06-21,Dimljeni topljeni sir,,39.0
lidl,2017-06-21,Štručka s sirom,,33.0
lidl,2017-06-21,Puding Monte,,79.0
lidl,2017-06-21,Babičin jogurt,,22.0
lidl,2017-06-21,Roma paradižnik,,79.0
lidl,2017-06-21,Ploščate breskve,,89.0
lidl,2017-06-21,Poli mini,,23.0
lidl,2017-06-21,Pragerska salama,,59.0
lidl,2017-06-21,Dimljeni topljeni sir,,39.0
lidl,2017-06-21,Štručka s sirom,,33.0
lidl,2017-06-21,Puding Monte,,79.0
lidl,2017-06-21,Babičin jogurt,,22.0
lidl,2017-06-21,Roma paradižnik,,79.0
lidl,2017-06-21,Ploščate breskve,,89.0
mercator,2017-06-21,Piščančji file PP Natur pakiran,,99.0
mercator,2017-06-21,Paprika babura,,79.0
mercator,2017-06-21,Jogurt Activia,,99.0
mercator,2017-06-21,Piščančji file PP Natur pakiran,,99.0
mercator,2017-06-21,Paprika babura,,79.0
mercator,2017-06-21,Jogurt Activia,,99.0
mercator,2017-06-22,Mercator akcija Enkrat kupite,,20.0
mercator,2017-06-22,Mercator akcija Enkrat kupite,,20.0
lidl,2017-06-28,Puranji medaljoni,,59.0
lidl,2017-06-28,Toast šunka,,99.0
lidl,2017-06-28,Pomarančni sok,,11.0
lidl,2017-06-28,Pšenična štručka,,13.0
lidl,2017-06-28,Tekoči jogurt,,35.0
lidl,2017-06-28,Mango,,9.0
lidl,2017-06-28,Rukola,,79.0
lidl,2017-06-28,Puranji medaljoni,,59.0
lidl,2017-06-28,Toast šunka,,99.0
lidl,2017-06-28,Pomarančni sok,,11.0
lidl,2017-06-28,Pšenična štručka,,13.0
lidl,2017-06-28,Tekoči jogurt,,35.0
lidl,2017-06-28,Mango,,9.0
lidl,2017-06-28,Rukola,,79.0
mercator,2017-06-28,Marelice,,99.0
mercator,2017-06-28,Puranji zrezki pakirani po,,29.0
mercator,2017-06-28,Detergent Rex za pranje perila,,24.0
mercator,2017-06-28,Polžki Barilla,,74.0
mercator,2017-06-28,Marelice,,99.0
mercator,2017-06-28,Puranji zrezki pakirani po,,29.0
mercator,2017-06-28,Detergent Rex za pranje perila,,24.0
mercator,2017-06-28,Polžki Barilla,,74.0
mercator,2017-06-30,Mercator akcija Enkrat kupite,,20.0
mercator,2017-06-30,Mercator akcija Enkrat kupite,,20.0
lidl,2017-07-05,Toast šunka,,89.0
lidl,2017-07-05,Puranji zrezki,,29.0
lidl,2017-07-05,Smetanov puding,,99.0
lidl,2017-07-05,Perutninske hrenovke Wudy,,49.0
lidl,2017-07-05,Žemlja,,13.0
lidl,2017-07-05,Avokado,,79.0
lidl,2017-07-05,Breskve,,89.0
lidl,2017-07-05,Toast šunka,,89.0
lidl,2017-07-05,Puranji zrezki,,29.0
lidl,2017-07-05,Smetanov puding,,99.0
lidl,2017-07-05,Perutninske hrenovke Wudy,,49.0
lidl,2017-07-05,Žemlja,,13.0
lidl,2017-07-05,Avokado,,79.0
lidl,2017-07-05,Breskve,,89.0
mercator,2017-07-05,Belo grozdje,,29.0
mercator,2017-07-05,Piščančja bedra PP Natur,,19.0
mercator,2017-07-05,Toaletni papir Ntur Forest,,75.0
mercator,2017-07-05,Tunina Rio Mare,,95.0
mercator,2017-07-05,Belo grozdje,,29.0
mercator,2017-07-05,Piščančja bedra PP Natur,,19.0
mercator,2017-07-05,Toaletni papir Ntur Forest,,75.0
mercator,2017-07-05,Tunina Rio Mare,,95.0
lidl,2017-07-12,Mesni mini polpeti,,79.0
lidl,2017-07-12,XXL Tirolska salama,,29.0
lidl,2017-07-12,Štručka s semeni,,19.0
lidl,2017-07-12,Puding Monte Maxi,,89.0
lidl,2017-07-12,Topljeni sir,,99.0
lidl,2017-07-12,Vrtna zelišča,,69.0
lidl,2017-07-12,Melona Piel de Sapo,,99.0
lidl,2017-07-12,Mesni mini polpeti,,79.0
lidl,2017-07-12,XXL Tirolska salama,,29.0
lidl,2017-07-12,Štručka s semeni,,19.0
lidl,2017-07-12,Puding Monte Maxi,,89.0
lidl,2017-07-12,Topljeni sir,,99.0
lidl,2017-07-12,Vrtna zelišča,,69.0
lidl,2017-07-12,Melona Piel de Sapo,,99.0
mercator,2017-07-12,Puranji file brez kosti,,49.0
mercator,2017-07-12,Korenje Mercator,,53.0
mercator,2017-07-12,Puranji file brez kosti,,49.0
mercator,2017-07-12,Korenje Mercator,,53.0
mercator,2017-07-13,Mercator akcija Enkrat kupite,,20.0
mercator,2017-07-13,Mercator akcija Enkrat kupite,,20.0
lidl,2017-07-19,Kuhana šunka,,49.0
lidl,2017-07-19,Piščančji mini file,,99.0
lidl,2017-07-19,Golica,,9.0
lidl,2017-07-19,Tekoči jogurt,,89.0
lidl,2017-07-19,Rumena paprika,,99.0
lidl,2017-07-19,Slive,,29.0
lidl,2017-07-19,Kajzerice,,9.0
lidl,2017-07-19,Kuhana šunka,,49.0
lidl,2017-07-19,Piščančji mini file,,99.0
lidl,2017-07-19,Golica,,9.0
lidl,2017-07-19,Tekoči jogurt,,89.0
lidl,2017-07-19,Rumena paprika,,99.0
lidl,2017-07-19,Slive,,29.0
lidl,2017-07-19,Kajzerice,,9.0
mercator,2017-07-19,Puranji file Mercator,,29.0
mercator,2017-07-19,Prebranec Natureta,,99.0
mercator,2017-07-19,Breskve,,89.0
mercator,2017-07-19,Puranji file Mercator,,29.0
mercator,2017-07-19,Prebranec Natureta,,99.0
mercator,2017-07-19,Breskve,,89.0
mercator,2017-07-20,Mercator akcija Enkrat kupite,,20.0
mercator,2017-07-20,Mercator akcija Enkrat kupite,,20.0
lidl,2017-07-26,Sir Gavda,,89.0
lidl,2017-07-26,Mesne kroglice,,99.0
lidl,2017-07-26,Delikatesna salama,,59.0
lidl,2017-07-26,Sadni tekoči jogurt,,49.0
lidl,2017-07-26,Ciabatta,,69.0
lidl,2017-07-26,Mango,,9.0
lidl,2017-07-26,Roma paradižnik,,79.0
lidl,2017-07-26,Sir Gavda,,89.0
lidl,2017-07-26,Mesne kroglice,,99.0
lidl,2017-07-26,Delikatesna salama,,59.0
lidl,2017-07-26,Sadni tekoči jogurt,,49.0
lidl,2017-07-26,Ciabatta,,69.0
lidl,2017-07-26,Mango,,9.0
lidl,2017-07-26,Roma paradižnik,,79.0
mercator,2017-07-26,Mladi krompir,,39.0
mercator,2017-07-26,Piščančji medaljoni PP Natur,,59.0
mercator,2017-07-26,Mladi krompir,,39.0
mercator,2017-07-26,Piščančji medaljoni PP Natur,,59.0
mercator,2017-07-27,Mercator akcija Enkrat kupite,,20.0
mercator,2017-07-27,Mercator akcija Enkrat kupite,,20.0
lidl,2017-08-02,Ptujska posebna,,99.0
lidl,2017-08-02,Trajni narezek,,69.0
lidl,2017-08-02,Štručka s sirom,,33.0
lidl,2017-08-02,XXL tekoči jogurt,,19.0
lidl,2017-08-02,Mozzarella,,47.0
lidl,2017-08-02,Lubenica z manj pečkami,,39.0
lidl,2017-08-02,Avokado,,79.0
lidl,2017-08-02,Ptujska posebna,,99.0
lidl,2017-08-02,Trajni narezek,,69.0
lidl,2017-08-02,Štručka s sirom,,33.0
lidl,2017-08-02,XXL tekoči jogurt,,19.0
lidl,2017-08-02,Mozzarella,,47.0
lidl,2017-08-02,Lubenica z manj pečkami,,39.0
lidl,2017-08-02,Avokado,,79.0
lidl,2017-08-02,Puranji mini file,,49.0
lidl,2017-08-02,Smetanov puding,,99.0
lidl,2017-08-02,Štručka z bučnimi semeni,,29.0
lidl,2017-08-02,Kuhana šunka,,9.0
lidl,2017-08-02,Sadni jogurt,,15.0
lidl,2017-08-02,Solata živa,,59.0
lidl,2017-08-02,Melona Piel de Sapo,,89.0
lidl,2017-08-02,Puranji mini file,,49.0
lidl,2017-08-02,Smetanov puding,,99.0
lidl,2017-08-02,Štručka z bučnimi semeni,,29.0
lidl,2017-08-02,Kuhana šunka,,9.0
lidl,2017-08-02,Sadni jogurt,,15.0
lidl,2017-08-02,Solata živa,,59.0
lidl,2017-08-02,Melona Piel de Sapo,,89.0
mercator,2017-08-02,Piščančja bedra PP Natur,,29.0
mercator,2017-08-02,Namaz Nutella,,74.0
mercator,2017-08-02,Piščančji medaljoni,,39.0
mercator,2017-08-02,Paprika Babura,,79.0
mercator,2017-08-02,Piščančja bedra PP Natur,,29.0
mercator,2017-08-02,Namaz Nutella,,74.0
mercator,2017-08-02,Piščančji medaljoni,,39.0
mercator,2017-08-02,Paprika Babura,,79.0
mercator,2017-08-03,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-03,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-09,Melona,,49.0
mercator,2017-08-09,Piščančji file Ave,,99.0
mercator,2017-08-09,Melona,,49.0
mercator,2017-08-09,Piščančji file Ave,,99.0
mercator,2017-08-10,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-10,Mercator akcija Enkrat kupite,,20.0
lidl,2017-08-16,Skuta,,59.0
lidl,2017-08-16,Smetanov namaz,,89.0
lidl,2017-08-16,Mesni mini polpeti,,79.0
lidl,2017-08-16,Žemlja,,13.0
lidl,2017-08-16,Poli narezek,,19.0
lidl,2017-08-16,Wudy perutninske hrenovke,,55.0
lidl,2017-08-16,Galia melona,,69.0
lidl,2017-08-16,Mango,,9.0
lidl,2017-08-16,Skuta,,59.0
lidl,2017-08-16,Smetanov namaz,,89.0
lidl,2017-08-16,Mesni mini polpeti,,79.0
lidl,2017-08-16,Žemlja,,13.0
lidl,2017-08-16,Poli narezek,,19.0
lidl,2017-08-16,Wudy perutninske hrenovke,,55.0
lidl,2017-08-16,Galia melona,,69.0
lidl,2017-08-16,Mango,,9.0
mercator,2017-08-16,Puranji zrezki iz fileji pakirani po,,49.0
mercator,2017-08-16,Kornet Jamaica,,99.0
mercator,2017-08-16,Kava Loka,,77.0
mercator,2017-08-16,Olje Cekin,,49.0
mercator,2017-08-16,Puranji zrezki iz fileji pakirani po,,49.0
mercator,2017-08-16,Kornet Jamaica,,99.0
mercator,2017-08-16,Kava Loka,,77.0
mercator,2017-08-16,Olje Cekin,,49.0
mercator,2017-08-17,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-17,Mercator akcija Enkrat kupite,,20.0
lidl,2017-08-23,Toast šunka,,99.0
lidl,2017-08-23,Puranji medaljoni,,59.0
lidl,2017-08-23,Kefir,,39.0
lidl,2017-08-23,Pšenična štručka,,13.0
lidl,2017-08-23,Sir Mozzarella,,29.0
lidl,2017-08-23,Belo grozdje,,39.0
lidl,2017-08-23,Melona Piel de Sapo,,69.0
lidl,2017-08-23,Toast šunka,,99.0
lidl,2017-08-23,Puranji medaljoni,,59.0
lidl,2017-08-23,Kefir,,39.0
lidl,2017-08-23,Pšenična štručka,,13.0
lidl,2017-08-23,Sir Mozzarella,,29.0
lidl,2017-08-23,Belo grozdje,,39.0
lidl,2017-08-23,Melona Piel de Sapo,,69.0
mercator,2017-08-23,Kumare,,65.0
mercator,2017-08-23,Piščančji file Ave,,99.0
mercator,2017-08-23,Kava Barcaffe,,77.0
mercator,2017-08-23,Paloma toaletni papir,,79.0
mercator,2017-08-23,Kumare,,65.0
mercator,2017-08-23,Piščančji file Ave,,99.0
mercator,2017-08-23,Kava Barcaffe,,77.0
mercator,2017-08-23,Paloma toaletni papir,,79.0
mercator,2017-08-24,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-24,Mercator akcija Enkrat kupite,,20.0
lidl,2017-08-30,Mesne kroglice,,99.0
lidl,2017-08-30,Sredozemski pršut,,49.0
lidl,2017-08-30,Kajzarice,,9.0
lidl,2017-08-30,Kisla smetana,,59.0
lidl,2017-08-30,Sir Mascarpone,,89.0
lidl,2017-08-30,Ananas,,39.0
lidl,2017-08-30,Rukola,,79.0
lidl,2017-08-30,Mesne kroglice,,99.0
lidl,2017-08-30,Sredozemski pršut,,49.0
lidl,2017-08-30,Kajzarice,,9.0
lidl,2017-08-30,Kisla smetana,,59.0
lidl,2017-08-30,Sir Mascarpone,,89.0
lidl,2017-08-30,Ananas,,39.0
lidl,2017-08-30,Rukola,,79.0
mercator,2017-08-30,Paprika Kurtovska kaprija,,99.0
mercator,2017-08-30,Piščančji file PP Natur pakirano po,,79.0
mercator,2017-08-30,Silan mehčalec,,49.0
mercator,2017-08-30,Paprika Kurtovska kaprija,,99.0
mercator,2017-08-30,Piščančji file PP Natur pakirano po,,79.0
mercator,2017-08-30,Silan mehčalec,,49.0
mana,2017-08-31,poletno kolekcijo. Pestra ponudba otroških majic za samo,,2.0
mana,2017-08-31,poletno kolekcijo. Pestra ponudba otroških majic za samo,,2.0
mercator,2017-08-31,Mercator akcija Enkrat kupite,,20.0
mercator,2017-08-31,Mercator akcija Enkrat kupite,,20.0
eurospin,2017-09-02,Rumena čebula,,30.0
eurospin,2017-09-02,Tekoči sadni jogurt,,55.0
eurospin,2017-09-02,Keksi Frolini s čokoladnimi koščki,,19.0
eurospin,2017-09-02,Aluminijasta folija,,25.0
eurospin,2017-09-02,Mikrovalovna pečica Akai,,99.0
eurospin,2017-09-02,Moška obutev Kappa,,99.0
eurospin,2017-09-02,Rumena čebula,,30.0
eurospin,2017-09-02,Tekoči sadni jogurt,,55.0
eurospin,2017-09-02,Keksi Frolini s čokoladnimi koščki,,19.0
eurospin,2017-09-02,Aluminijasta folija,,25.0
eurospin,2017-09-02,Mikrovalovna pečica Akai,,99.0
eurospin,2017-09-02,Moška obutev Kappa,,99.0
lidl,2017-09-06,Mesna lazanja,,49.0
lidl,2017-09-06,Piščančji kosi za pečenje/pohanje,,99.0
lidl,2017-09-06,Jogurt na grški način,,69.0
lidl,2017-09-06,Poli narezek,,11.0
lidl,2017-09-06,Štručka s sirom,,33.0
lidl,2017-09-06,Avokado,,79.0
lidl,2017-09-06,Vrtna zelišča za lonček,,69.0
lidl,2017-09-06,Mesna lazanja,,49.0
lidl,2017-09-06,Piščančji kosi za pečenje/pohanje,,99.0
lidl,2017-09-06,Jogurt na grški način,,69.0
lidl,2017-09-06,Poli narezek,,11.0
lidl,2017-09-06,Štručka s sirom,,33.0
lidl,2017-09-06,Avokado,,79.0
lidl,2017-09-06,Vrtna zelišča za lonček,,69.0
mercator,2017-09-06,Piščančji medaljoni PP Natur pakirani,,79.0
mercator,2017-09-06,Hruške Viljamovke,,9.0
mercator,2017-09-06,Toaletni papir Natur,,15.0
mercator,2017-09-06,Piščančji medaljoni PP Natur pakirani,,79.0
mercator,2017-09-06,Hruške Viljamovke,,9.0
mercator,2017-09-06,Toaletni papir Natur,,15.0
mercator,2017-09-07,Mercator akcija Enkrat kupite,,20.0
mercator,2017-09-07,Mercator akcija Enkrat kupite,,20.0
lidl,2017-09-13,Mleto mešano meso,,98.0
lidl,2017-09-13,Štručka s semeni,,19.0
lidl,2017-09-13,Smetanov puding,,89.0
lidl,2017-09-13,Tekoči jogurt Pilos,,35.0
lidl,2017-09-13,Kuhana šunka/perutninske prsi,,49.0
lidl,2017-09-13,Kozji sir,,99.0
lidl,2017-09-13,Mleto mešano meso,,98.0
lidl,2017-09-13,Štručka s semeni,,19.0
lidl,2017-09-13,Smetanov puding,,89.0
lidl,2017-09-13,Tekoči jogurt Pilos,,35.0
lidl,2017-09-13,Kuhana šunka/perutninske prsi,,49.0
lidl,2017-09-13,Kozji sir,,99.0
mercator,2017-09-13,Piščančji file zrezki,,79.0
mercator,2017-09-13,Nektarine,,85.0
mercator,2017-09-13,Piščančji file zrezki,,79.0
mercator,2017-09-13,Nektarine,,85.0
mercator,2017-09-14,Mercator akcija Enkrat kupite,,20.0
mercator,2017-09-14,Mercator akcija Enkrat kupite,,20.0
lidl,2017-09-20,Puranji zrezki,,29.0
lidl,2017-09-20,Štručka z bučnimi semeni,,29.0
lidl,2017-09-20,XXL tirolska salama,,29.0
lidl,2017-09-20,Monte puding,,9.0
lidl,2017-09-20,Kranjska klobasa XXL za,,69.0
lidl,2017-09-20,Mleko z okusom,,79.0
lidl,2017-09-20,Puranji zrezki,,29.0
lidl,2017-09-20,Štručka z bučnimi semeni,,29.0
lidl,2017-09-20,XXL tirolska salama,,29.0
lidl,2017-09-20,Monte puding,,9.0
lidl,2017-09-20,Kranjska klobasa XXL za,,69.0
lidl,2017-09-20,Mleko z okusom,,79.0
mercator,2017-09-20,Piščančja bedra PP Natur,,49.0
mercator,2017-09-20,Juha Knorr gobova r jurčki,,9.0
mercator,2017-09-20,Grozdje,,45.0
mercator,2017-09-20,Toaletni papir Paloma,,79.0
mercator,2017-09-20,Piščančja bedra PP Natur,,49.0
mercator,2017-09-20,Juha Knorr gobova r jurčki,,9.0
mercator,2017-09-20,Grozdje,,45.0
mercator,2017-09-20,Toaletni papir Paloma,,79.0
mercator,2017-09-21,Mercator akcija Enkrat kupite,,20.0
mercator,2017-09-21,Mercator akcija Enkrat kupite,,20.0
lidl,2017-09-27,zadnja svinjska krača pribl.,,99.0
lidl,2017-09-27,žemlja,,13.0
lidl,2017-09-27,piščančji cordon blue,,69.0
lidl,2017-09-27,Ptujska posebna,,99.0
lidl,2017-09-27,navadni jogurt,,15.0
lidl,2017-09-27,skuta z dodatkom,,69.0
lidl,2017-09-27,zadnja svinjska krača pribl.,,99.0
lidl,2017-09-27,žemlja,,13.0
lidl,2017-09-27,piščančji cordon blue,,69.0
lidl,2017-09-27,Ptujska posebna,,99.0
lidl,2017-09-27,navadni jogurt,,15.0
lidl,2017-09-27,skuta z dodatkom,,69.0
mercator,2017-09-27,piščančji file PP Natur pakirano po,,79.0
mercator,2017-09-27,kosmiči Fitness ali žitne kroglice Nesquick za,,99.0
mercator,2017-09-27,jabolka Jonagold pakirano po,,69.0
mercator,2017-09-27,piščančji file PP Natur pakirano po,,79.0
mercator,2017-09-27,kosmiči Fitness ali žitne kroglice Nesquick za,,99.0
mercator,2017-09-27,jabolka Jonagold pakirano po,,69.0
mercator,2017-09-29,Mercator akcija Enkrat kupite,,20.0
mercator,2017-09-29,Mercator akcija Enkrat kupite,,20.0
lidl,2017-10-04,XXL mleto svinjsko meso,,99.0
lidl,2017-10-04,XXL tekoči jogurt,,19.0
lidl,2017-10-04,čajna klobasa XXL,,19.0
lidl,2017-10-04,pirina štručka,,19.0
lidl,2017-10-04,Obstgarden,,69.0
lidl,2017-10-04,Smoothie,,69.0
lidl,2017-10-04,XXL mleto svinjsko meso,,99.0
lidl,2017-10-04,XXL tekoči jogurt,,19.0
lidl,2017-10-04,čajna klobasa XXL,,19.0
lidl,2017-10-04,pirina štručka,,19.0
lidl,2017-10-04,Obstgarden,,69.0
lidl,2017-10-04,Smoothie,,69.0
mercator,2017-10-04,Gloster,,99.0
mercator,2017-10-04,puranji file,,49.0
mercator,2017-10-04,Gloster,,99.0
mercator,2017-10-04,puranji file,,49.0
mercator,2017-10-05,Mercator akcija Enkrat kupite,,20.0
mercator,2017-10-05,Mercator akcija Enkrat kupite,,20.0
lidl,2017-10-11,piščančje peruti,,69.0
lidl,2017-10-11,toast šunka,,99.0
lidl,2017-10-11,tekoči jogurt Pilos,,35.0
lidl,2017-10-11,Golica,,9.0
lidl,2017-10-11,Pingui,,47.0
lidl,2017-10-11,piščančje peruti,,69.0
lidl,2017-10-11,toast šunka,,99.0
lidl,2017-10-11,tekoči jogurt Pilos,,35.0
lidl,2017-10-11,Golica,,9.0
lidl,2017-10-11,Pingui,,47.0
mercator,2017-10-11,mandarine,,99.0
mercator,2017-10-11,napitek Actimel več okusov,,79.0
mercator,2017-10-11,piščančji file PP Natur,,79.0
mercator,2017-10-11,mandarine,,99.0
mercator,2017-10-11,napitek Actimel več okusov,,79.0
mercator,2017-10-11,piščančji file PP Natur,,79.0
mercator,2017-10-12,Mercator akcija Enkrat kupite,,20.0
mercator,2017-10-12,Mercator akcija Enkrat kupite,,20.0
lidl,2017-10-18,bageta,,29.0
lidl,2017-10-18,svinjski hrbet,,99.0
lidl,2017-10-18,jogurt na grški način,,99.0
lidl,2017-10-18,pizza šunka,,69.0
lidl,2017-10-18,ribani sir za gratiniranje,,99.0
lidl,2017-10-18,sadni tekoči jogurt,,49.0
lidl,2017-10-18,bageta,,29.0
lidl,2017-10-18,svinjski hrbet,,99.0
lidl,2017-10-18,jogurt na grški način,,99.0
lidl,2017-10-18,pizza šunka,,69.0
lidl,2017-10-18,ribani sir za gratiniranje,,99.0
lidl,2017-10-18,sadni tekoči jogurt,,49.0
mercator,2017-10-18,puranji file Mercator zrezki pakirani,,49.0
mercator,2017-10-18,zelje ploščato,,45.0
mercator,2017-10-18,puranji file Mercator zrezki pakirani,,49.0
