store,date,product_name,regular_price,discounted_price
eurospin,2014-03-29,jagode,,85.0
eurospin,2014-03-29,korneti smetana,,19.0
eurospin,2014-03-29,posebna klobasa,,99.0
eurospin,2014-03-29,jagode,,85.0
eurospin,2014-03-29,korneti smetana,,19.0
eurospin,2014-03-29,posebna klobasa,,99.0
lidl,2014-03-29,toast šunka,,85.0
lidl,2014-03-29,štefani pečenka,,79.0
lidl,2014-03-29,skuta,,45.0
lidl,2014-03-29,kava Minas,,55.0
lidl,2014-03-29,ananas po super ceni,,19.0
lidl,2014-03-29,toast šunka,,85.0
lidl,2014-03-29,štefani pečenka,,79.0
lidl,2014-03-29,skuta,,45.0
lidl,2014-03-29,kava Minas,,55.0
lidl,2014-03-29,ananas po super ceni,,19.0
hofer,2014-03-30,sveža Jadranska orada po akcijski ceni,,99.0
hofer,2014-03-30,Slovenska jabolka Zlati delišes po akcijski ceni,,79.0
hofer,2014-03-30,Piščančje coctail hrenovke iz hladilnika,,79.0
hofer,2014-03-30,Piščančji zrezki iz hladilnika,,79.0
hofer,2014-03-30,Pelargonije različnih barv po super ceni,,99.0
hofer,2014-03-30,Balkonsko cvetje različnih vrst,,99.0
hofer,2014-03-30,sveža Jadranska orada po akcijski ceni,,99.0
hofer,2014-03-30,Slovenska jabolka Zlati delišes po akcijski ceni,,79.0
hofer,2014-03-30,Piščančje coctail hrenovke iz hladilnika,,79.0
hofer,2014-03-30,Piščančji zrezki iz hladilnika,,79.0
hofer,2014-03-30,Pelargonije različnih barv po super ceni,,99.0
hofer,2014-03-30,Balkonsko cvetje različnih vrst,,99.0
lidl,2014-03-30,paradižnik roma,,89.0
lidl,2014-03-30,piščančja bedra,,69.0
lidl,2014-03-30,svinjski vrat brez kosti,,39.0
lidl,2014-03-30,hruška,,19.0
lidl,2014-03-30,mehki sir,,11.0
lidl,2014-03-30,štručka z olivami,,39.0
lidl,2014-03-30,posebna klobasa Poetovi,,99.0
lidl,2014-03-30,paradižnik roma,,89.0
lidl,2014-03-30,piščančja bedra,,69.0
lidl,2014-03-30,svinjski vrat brez kosti,,39.0
lidl,2014-03-30,hruška,,19.0
lidl,2014-03-30,mehki sir,,11.0
lidl,2014-03-30,štručka z olivami,,39.0
lidl,2014-03-30,posebna klobasa Poetovi,,99.0
mercator,2014-03-31,Mercator akcija Mercator akcija,,30.0
mercator,2014-03-31,Mercator akcija Mercator akcija,,30.0
hofer,2014-04-02,sadni tekoči jogurt z žitaricami,,59.0
hofer,2014-04-02,čokoladne ploščice,,39.0
hofer,2014-04-02,tunina pašteta,,49.0
hofer,2014-04-02,vaniljev sladkor,,25.0
hofer,2014-04-02,mleti orehi,,69.0
hofer,2014-04-02,Aljaževa salam,,1.19
hofer,2014-04-02,Zeliščni čaj,,79.0
hofer,2014-04-02,tekoči osvežilec zraka,,79.0
hofer,2014-04-02,maline,,49.0
hofer,2014-04-02,por,,49.0
hofer,2014-04-02,Slovenska jabolka jonagold,,89.0
hofer,2014-04-02,sadni tekoči jogurt z žitaricami,,59.0
hofer,2014-04-02,čokoladne ploščice,,39.0
hofer,2014-04-02,tunina pašteta,,49.0
hofer,2014-04-02,vaniljev sladkor,,25.0
hofer,2014-04-02,mleti orehi,,69.0
hofer,2014-04-02,Aljaževa salam,,1.19
hofer,2014-04-02,Zeliščni čaj,,79.0
hofer,2014-04-02,tekoči osvežilec zraka,,79.0
hofer,2014-04-02,maline,,49.0
hofer,2014-04-02,por,,49.0
hofer,2014-04-02,Slovenska jabolka jonagold,,89.0
e-leclerc,2014-04-03,kakovostno vino ZGP refofošk,,5.0
e-leclerc,2014-04-03,soljeni arašidi,,95.0
e-leclerc,2014-04-03,hrustljave žitarice Schneekoppe s kakavom in s čokolado,,99.0
e-leclerc,2014-04-03,mešanica suhega sadja in oreščkov za,,5.0
e-leclerc,2014-04-03,kakovostno vino ZGP refofošk,,5.0
e-leclerc,2014-04-03,soljeni arašidi,,95.0
e-leclerc,2014-04-03,hrustljave žitarice Schneekoppe s kakavom in s čokolado,,99.0
e-leclerc,2014-04-03,mešanica suhega sadja in oreščkov za,,5.0
perutnina-ptuj,2014-04-06,domači piščanec,,19.0
perutnina-ptuj,2014-04-06,Poli salama,,66.0
perutnina-ptuj,2014-04-06,puranji čufti,,79.0
perutnina-ptuj,2014-04-06,domači piščanec,,19.0
perutnina-ptuj,2014-04-06,Poli salama,,66.0
perutnina-ptuj,2014-04-06,puranji čufti,,79.0
e-leclerc,2014-04-08,wc net za greznice,,31.0
e-leclerc,2014-04-08,sadni nektar Dan,,68.0
e-leclerc,2014-04-08,kečap Felix,,71.0
e-leclerc,2014-04-08,sir Parmigiano Reggiano,,53.0
e-leclerc,2014-04-08,wc net za greznice,,31.0
e-leclerc,2014-04-08,sadni nektar Dan,,68.0
e-leclerc,2014-04-08,kečap Felix,,71.0
e-leclerc,2014-04-08,sir Parmigiano Reggiano,,53.0
jager,2014-04-08,piščančja krila Panvita zmrznjena,,39.0
jager,2014-04-08,piščančja krila Panvita zmrznjena,,39.0
spar,2014-04-08,Brancin Fonda,,58.0
spar,2014-04-08,Prekajen vrat,,49.0
spar,2014-04-08,Pekarna Spar koruzni hlebček,,9.0
spar,2014-04-08,Spar Natur*pur bio maslo,,99.0
spar,2014-04-08,Spar Vital lahka skuta,,99.0
spar,2014-04-08,Spar Veggie bio napitek,,51.0
spar,2014-04-08,Brancin Fonda,,58.0
spar,2014-04-08,Prekajen vrat,,49.0
spar,2014-04-08,Pekarna Spar koruzni hlebček,,9.0
spar,2014-04-08,Spar Natur*pur bio maslo,,99.0
spar,2014-04-08,Spar Vital lahka skuta,,99.0
spar,2014-04-08,Spar Veggie bio napitek,,51.0
hofer,2014-04-09,teran Vinakras,,69.0
hofer,2014-04-09,pecilni prašek,,25.0
hofer,2014-04-09,pečena šunka,,59.0
hofer,2014-04-09,MSC-fileji lososa,,79.0
hofer,2014-04-09,wc-osvežilec,,99.0
hofer,2014-04-09,jagode,,99.0
hofer,2014-04-09,rdeče grozdje,,39.0
hofer,2014-04-09,šampinjoni,,99.0
hofer,2014-04-09,teran Vinakras,,69.0
hofer,2014-04-09,pecilni prašek,,25.0
hofer,2014-04-09,pečena šunka,,59.0
hofer,2014-04-09,MSC-fileji lososa,,79.0
hofer,2014-04-09,wc-osvežilec,,99.0
hofer,2014-04-09,jagode,,99.0
hofer,2014-04-09,rdeče grozdje,,39.0
hofer,2014-04-09,šampinjoni,,99.0
e-leclerc,2014-04-10,desert Truffes,,87.0
e-leclerc,2014-04-10,gorčica,,2.0
e-leclerc,2014-04-10,domači skutini štruklji ”Pečjak”,,77.0
e-leclerc,2014-04-10,kraški pršut narezek Kras,,39.0
e-leclerc,2014-04-10,desert Truffes,,87.0
e-leclerc,2014-04-10,gorčica,,2.0
e-leclerc,2014-04-10,domači skutini štruklji ”Pečjak”,,77.0
e-leclerc,2014-04-10,kraški pršut narezek Kras,,39.0
perutnina-ptuj,2014-04-13,puranji file,,69.0
perutnina-ptuj,2014-04-13,Petovio Slim&fit,,59.0
perutnina-ptuj,2014-04-13,Piščančja bedra,,79.0
perutnina-ptuj,2014-04-13,puranji file,,69.0
perutnina-ptuj,2014-04-13,Petovio Slim&fit,,59.0
perutnina-ptuj,2014-04-13,Piščančja bedra,,79.0
e-leclerc,2014-04-15,pšenična moka Mlinotest tip,,69.0
e-leclerc,2014-04-15,cviček iz Kartuzije Pleterje,,6.0
e-leclerc,2014-04-15,panirani piščančji mini file,,49.0
e-leclerc,2014-04-15,prekajeno svinjsko pleče,,99.0
e-leclerc,2014-04-15,pšenična moka Mlinotest tip,,69.0
e-leclerc,2014-04-15,cviček iz Kartuzije Pleterje,,6.0
e-leclerc,2014-04-15,panirani piščančji mini file,,49.0
e-leclerc,2014-04-15,prekajeno svinjsko pleče,,99.0
jager,2014-04-15,sladoled Twice gozdni sadeži/vanilija Ledo,,69.0
jager,2014-04-15,mehčalec Ornel,,19.0
jager,2014-04-15,sladoled Twice gozdni sadeži/vanilija Ledo,,69.0
jager,2014-04-15,mehčalec Ornel,,19.0
tus,2014-04-15,Tuš akcija Akcija v trgovinah Tuš velja v ponedeljek,,30.0
tus,2014-04-15,Tuš akcija Akcija v trgovinah Tuš velja v ponedeljek,,30.0
hofer,2014-04-16,Mozartove kroglice,,49.0
hofer,2014-04-16,gorgonzola pikantna ali sladka iz hladilnika,,39.0
hofer,2014-04-16,papir za peko/rezan papir za peko,,99.0
hofer,2014-04-16,delikatesni hren,,49.0
hofer,2014-04-16,trojni kare narezek,,99.0
hofer,2014-04-16,penina Golden Pearls iz Radgonskih goric,,59.0
hofer,2014-04-16,mehki penasti bonboni Haribo,,89.0
hofer,2014-04-16,miške iz mlečne čokolade,,29.0
hofer,2014-04-16,Slovenski hren po akcijski ceni,,19.0
hofer,2014-04-16,Slovenska jabolka Idared,,89.0
hofer,2014-04-16,pomaranče,,89.0
hofer,2014-04-16,Mozartove kroglice,,49.0
hofer,2014-04-16,gorgonzola pikantna ali sladka iz hladilnika,,39.0
hofer,2014-04-16,papir za peko/rezan papir za peko,,99.0
hofer,2014-04-16,delikatesni hren,,49.0
hofer,2014-04-16,trojni kare narezek,,99.0
hofer,2014-04-16,penina Golden Pearls iz Radgonskih goric,,59.0
hofer,2014-04-16,mehki penasti bonboni Haribo,,89.0
hofer,2014-04-16,miške iz mlečne čokolade,,29.0
hofer,2014-04-16,Slovenski hren po akcijski ceni,,19.0
hofer,2014-04-16,Slovenska jabolka Idared,,89.0
hofer,2014-04-16,pomaranče,,89.0
lidl,2014-04-16,jagode,,89.0
lidl,2014-04-16,jajčevec,,19.0
lidl,2014-04-16,jagode,,89.0
lidl,2014-04-16,jajčevec,,19.0
lidl,2014-04-16,velikonočni aranžma,,99.0
lidl,2014-04-16,čebulice narcis,,99.0
lidl,2014-04-16,Cimbidijev cvet,,99.0
lidl,2014-04-16,velikonočni aranžma,,99.0
lidl,2014-04-16,čebulice narcis,,99.0
lidl,2014-04-16,Cimbidijev cvet,,99.0
e-leclerc,2014-04-17,slani prigrizek Maxi mix,,17.0
e-leclerc,2014-04-17,mlečne rezine Kinder Pingui,,97.0
e-leclerc,2014-04-17,puranje pečene prsi Pivka,,39.0
e-leclerc,2014-04-17,slani prigrizek Maxi mix,,17.0
e-leclerc,2014-04-17,mlečne rezine Kinder Pingui,,97.0
e-leclerc,2014-04-17,puranje pečene prsi Pivka,,39.0
jager,2014-04-22,elektronska sveča Blaž,,89.0
jager,2014-04-22,zobna pasta Aquafresh Whitening,,29.0
jager,2014-04-22,elektronska sveča Blaž,,89.0
jager,2014-04-22,zobna pasta Aquafresh Whitening,,29.0
e-leclerc,2014-04-23,otroški robčki Nivea Baby,,10.0
e-leclerc,2014-04-23,soljeni arašidi,,91.0
e-leclerc,2014-04-23,otroški robčki Nivea Baby,,10.0
e-leclerc,2014-04-23,soljeni arašidi,,91.0
hofer,2014-04-23,Slovenska jabolka zlati delišes,,35.0
hofer,2014-04-23,Belo grozdje brez pečk,,29.0
hofer,2014-04-23,Rumena podolgovata paprika,,95.0
hofer,2014-04-23,Slovenska jabolka zlati delišes,,35.0
hofer,2014-04-23,Belo grozdje brez pečk,,29.0
hofer,2014-04-23,Rumena podolgovata paprika,,95.0
hofer,2014-04-23,Tandil detergent za pranje perila,,99.0
hofer,2014-04-23,dišeče čajne svečke,,99.0
hofer,2014-04-23,Candymex arašidi s čokolado/čokoladni dražeji,,79.0
hofer,2014-04-23,Wonnemeyer preliv za solato,,69.0
hofer,2014-04-23,hrenovke/mini hrenovke,,79.0
hofer,2014-04-23,čokolada Merci,,99.0
hofer,2014-04-23,Barcaffe,,49.0
hofer,2014-04-23,Pampers plenice NewBaby-Dry Mini za zavoj,,99.0
hofer,2014-04-23,Tandil detergent za pranje perila,,99.0
hofer,2014-04-23,dišeče čajne svečke,,99.0
hofer,2014-04-23,Candymex arašidi s čokolado/čokoladni dražeji,,79.0
hofer,2014-04-23,Wonnemeyer preliv za solato,,69.0
hofer,2014-04-23,hrenovke/mini hrenovke,,79.0
hofer,2014-04-23,čokolada Merci,,99.0
hofer,2014-04-23,Barcaffe,,49.0
hofer,2014-04-23,Pampers plenice NewBaby-Dry Mini za zavoj,,99.0
lidl,2014-04-23,avokado po super ceni,,69.0
lidl,2014-04-23,rdeča paprika,,39.0
lidl,2014-04-23,avokado po super ceni,,69.0
lidl,2014-04-23,rdeča paprika,,39.0
lidl,2014-04-23,grmasta marjeta,,99.0
lidl,2014-04-23,gerbera,,99.0
lidl,2014-04-23,balkonske rastline,,99.0
lidl,2014-04-23,grmasta marjeta,,99.0
lidl,2014-04-23,gerbera,,99.0
lidl,2014-04-23,balkonske rastline,,99.0
perutnina-ptuj,2014-04-27,piščančji file,,19.0
perutnina-ptuj,2014-04-27,piščančje peruti,,99.0
perutnina-ptuj,2014-04-27,puranja pleskavica,,43.0
perutnina-ptuj,2014-04-27,piščančji file,,19.0
perutnina-ptuj,2014-04-27,piščančje peruti,,99.0
perutnina-ptuj,2014-04-27,puranja pleskavica,,43.0
hofer,2014-04-30,hrustljavi ribji MSC-fileji,,39.0
hofer,2014-04-30,bio skuta,,69.0
hofer,2014-04-30,čokolada Gorenjka,,19.0
hofer,2014-04-30,bio zeliščni/sadni čaj,,99.0
hofer,2014-04-30,lahek narezek,,29.0
hofer,2014-04-30,briketi za mačke,,49.0
hofer,2014-04-30,Dry Midi,,99.0
hofer,2014-04-30,krpa za talni čistilec,,99.0
hofer,2014-04-30,šparglji,,59.0
hofer,2014-04-30,ananas,,19.0
hofer,2014-04-30,slovenska jabolka jonagold,,89.0
hofer,2014-04-30,hrustljavi ribji MSC-fileji,,39.0
hofer,2014-04-30,bio skuta,,69.0
hofer,2014-04-30,čokolada Gorenjka,,19.0
hofer,2014-04-30,bio zeliščni/sadni čaj,,99.0
hofer,2014-04-30,lahek narezek,,29.0
hofer,2014-04-30,briketi za mačke,,49.0
hofer,2014-04-30,Dry Midi,,99.0
hofer,2014-04-30,krpa za talni čistilec,,99.0
hofer,2014-04-30,šparglji,,59.0
hofer,2014-04-30,ananas,,19.0
hofer,2014-04-30,slovenska jabolka jonagold,,89.0
lidl,2014-04-30,borovnice,,99.0
lidl,2014-04-30,rumena paprika,,99.0
lidl,2014-04-30,sadika sadnega drevja na špalirju,,99.0
lidl,2014-04-30,grmasta potonika,,99.0
lidl,2014-04-30,vrtna hortenzija,,99.0
lidl,2014-04-30,mešanica sadik paradižnika,,99.0
lidl,2014-04-30,sadike zelenjave,,39.0
lidl,2014-04-30,naravno gnojilo za vrtnice,,99.0
lidl,2014-04-30,borovnice,,99.0
lidl,2014-04-30,rumena paprika,,99.0
lidl,2014-04-30,sadika sadnega drevja na špalirju,,99.0
lidl,2014-04-30,grmasta potonika,,99.0
lidl,2014-04-30,vrtna hortenzija,,99.0
lidl,2014-04-30,mešanica sadik paradižnika,,99.0
lidl,2014-04-30,sadike zelenjave,,39.0
lidl,2014-04-30,naravno gnojilo za vrtnice,,99.0
hofer,2014-05-04,kupon za,,99.0
hofer,2014-05-04,mladi kajmak,,49.0
hofer,2014-05-04,vešalica,,49.0
hofer,2014-05-04,slovenska postrv,,99.0
hofer,2014-05-04,svinjsko stegno brez kosti,,99.0
hofer,2014-05-04,limete,,69.0
hofer,2014-05-04,ingver,,89.0
hofer,2014-05-04,bio zgodnje korenje,,89.0
hofer,2014-05-04,sadike balkonskih rož,,29.0
hofer,2014-05-04,sadike begonij,,49.0
hofer,2014-05-04,kupon za,,99.0
hofer,2014-05-04,mladi kajmak,,49.0
hofer,2014-05-04,vešalica,,49.0
hofer,2014-05-04,slovenska postrv,,99.0
hofer,2014-05-04,svinjsko stegno brez kosti,,99.0
hofer,2014-05-04,limete,,69.0
hofer,2014-05-04,ingver,,89.0
hofer,2014-05-04,bio zgodnje korenje,,89.0
hofer,2014-05-04,sadike balkonskih rož,,29.0
hofer,2014-05-04,sadike begonij,,49.0
lidl,2014-05-04,navadna potonika,,99.0
lidl,2014-05-04,sadike vrtnic,,99.0
lidl,2014-05-04,čopasta sivka,,99.0
lidl,2014-05-04,srobot,,99.0
lidl,2014-05-04,navadna potonika,,99.0
lidl,2014-05-04,sadike vrtnic,,99.0
lidl,2014-05-04,čopasta sivka,,99.0
lidl,2014-05-04,srobot,,99.0
peekcloppenburg,2014-05-04,Peek&Cloppenburg akcija Peek&Cloppenburg akcija velja od,,99.95
peekcloppenburg,2014-05-04,Peek&Cloppenburg akcija Peek&Cloppenburg akcija velja od,,99.95
hofer,2014-05-07,Bio prosene kroglice,,99.0
hofer,2014-05-07,Francoski rogljički,,19.0
hofer,2014-05-07,Suho sadje,,89.0
hofer,2014-05-07,Fileti rumene paprike,,99.0
hofer,2014-05-07,Slovenska pečena salama,,99.0
hofer,2014-05-07,Cedevita,,99.0
hofer,2014-05-07,Classic Tabs tablete za strojno pomivanje posode,,99.0
hofer,2014-05-07,Vrečke za smeti,,79.0
hofer,2014-05-07,Kivi,,15.0
hofer,2014-05-07,Melona,,39.0
hofer,2014-05-07,Glavnata solata,,45.0
hofer,2014-05-07,Bio prosene kroglice,,99.0
hofer,2014-05-07,Francoski rogljički,,19.0
hofer,2014-05-07,Suho sadje,,89.0
hofer,2014-05-07,Fileti rumene paprike,,99.0
hofer,2014-05-07,Slovenska pečena salama,,99.0
hofer,2014-05-07,Cedevita,,99.0
hofer,2014-05-07,Classic Tabs tablete za strojno pomivanje posode,,99.0
hofer,2014-05-07,Vrečke za smeti,,79.0
hofer,2014-05-07,Kivi,,15.0
hofer,2014-05-07,Melona,,39.0
hofer,2014-05-07,Glavnata solata,,45.0
lidl,2014-05-07,Solata ledenka po super ceni,,55.0
lidl,2014-05-07,Zeleni šparglji,,79.0
lidl,2014-05-07,Jasmin,,99.0
lidl,2014-05-07,Solata ledenka po super ceni,,55.0
lidl,2014-05-07,Zeleni šparglji,,79.0
lidl,2014-05-07,Jasmin,,99.0
perutnina-ptuj,2014-05-11,Piščančji file sveže,,59.0
perutnina-ptuj,2014-05-11,Ptujska posebna,,59.0
perutnina-ptuj,2014-05-11,Piščančji file sveže,,59.0
perutnina-ptuj,2014-05-11,Ptujska posebna,,59.0
hofer,2014-05-14,Sladki cmoki,,49.0
hofer,2014-05-14,Hrustljavi polnjeni vaflji,,59.0
hofer,2014-05-14,Frutabela gozdni sadeži,,35.0
hofer,2014-05-14,Polnjene čokoladice,,99.0
hofer,2014-05-14,Piščančje prsi,,79.0
hofer,2014-05-14,Vino Merlot,,69.0
hofer,2014-05-14,Čaj Fit&Aktiv,,99.0
hofer,2014-05-14,Nagrobna sveča,,79.0
hofer,2014-05-14,Maline,,29.0
hofer,2014-05-14,Avokado,,59.0
hofer,2014-05-14,Rdeča podolgovata paprika,,19.0
hofer,2014-05-14,Sladki cmoki,,49.0
hofer,2014-05-14,Hrustljavi polnjeni vaflji,,59.0
hofer,2014-05-14,Frutabela gozdni sadeži,,35.0
hofer,2014-05-14,Polnjene čokoladice,,99.0
hofer,2014-05-14,Piščančje prsi,,79.0
hofer,2014-05-14,Vino Merlot,,69.0
hofer,2014-05-14,Čaj Fit&Aktiv,,99.0
hofer,2014-05-14,Nagrobna sveča,,79.0
hofer,2014-05-14,Maline,,29.0
hofer,2014-05-14,Avokado,,59.0
hofer,2014-05-14,Rdeča podolgovata paprika,,19.0
lidl,2014-05-14,Roma paradižnik,,89.0
lidl,2014-05-14,Galia melona,,49.0
lidl,2014-05-14,Roma paradižnik,,89.0
lidl,2014-05-14,Galia melona,,49.0
lidl,2014-05-14,Sredozemska rastlina,,99.0
lidl,2014-05-14,Mešanica poletnih cvetočih rastlin,,79.0
lidl,2014-05-14,Sredozemska rastlina,,99.0
lidl,2014-05-14,Mešanica poletnih cvetočih rastlin,,79.0
alpina,2014-05-15,Alpina akcijaAlpina akcija Plačaš,,20.0
alpina,2014-05-15,Alpina akcijaAlpina akcija Plačaš,,20.0
perutnina-ptuj,2014-05-18,Piščančje prsi,,49.0
perutnina-ptuj,2014-05-18,Piščančje prsi Slim&Fit,,99.0
perutnina-ptuj,2014-05-18,Domači piščanec,,19.0
perutnina-ptuj,2014-05-18,Piščančje prsi,,49.0
perutnina-ptuj,2014-05-18,Piščančje prsi Slim&Fit,,99.0
perutnina-ptuj,2014-05-18,Domači piščanec,,19.0
jager,2014-05-20,Piščanec zamrznjen,,31.0
jager,2014-05-20,Piščanec zamrznjen,,31.0
hofer,2014-05-21,Ajvar pekoči ali nepekoči,,9.0
hofer,2014-05-21,Krompirjev pire,,75.0
hofer,2014-05-21,Piščančja posebna klobasa,,29.0
hofer,2014-05-21,Mesni narezek,,49.0
hofer,2014-05-21,Namaz iz svežega sira,,59.0
hofer,2014-05-21,Serviete,,49.0
hofer,2014-05-21,Mlečne rezine,,99.0
hofer,2014-05-21,beli piškoti,,99.0
hofer,2014-05-21,Borovnice,,89.0
hofer,2014-05-21,Mango,,9.0
hofer,2014-05-21,Rumena podolgovata paprika,,79.0
hofer,2014-05-21,Ajvar pekoči ali nepekoči,,9.0
hofer,2014-05-21,Krompirjev pire,,75.0
hofer,2014-05-21,Piščančja posebna klobasa,,29.0
hofer,2014-05-21,Mesni narezek,,49.0
hofer,2014-05-21,Namaz iz svežega sira,,59.0
hofer,2014-05-21,Serviete,,49.0
hofer,2014-05-21,Mlečne rezine,,99.0
hofer,2014-05-21,beli piškoti,,99.0
hofer,2014-05-21,Borovnice,,89.0
hofer,2014-05-21,Mango,,9.0
hofer,2014-05-21,Rumena podolgovata paprika,,79.0
lidl,2014-05-21,Lubenica po super ceni,,89.0
lidl,2014-05-21,Redkvice,,39.0
lidl,2014-05-21,Lubenica po super ceni,,89.0
lidl,2014-05-21,Redkvice,,39.0
perutnina-ptuj,2014-05-25,Puranji file,,69.0
perutnina-ptuj,2014-05-25,Poli klobasa,,79.0
perutnina-ptuj,2014-05-25,Hrustljava piščančja nabodalca,,19.0
perutnina-ptuj,2014-05-25,Puranji file,,69.0
perutnina-ptuj,2014-05-25,Poli klobasa,,79.0
perutnina-ptuj,2014-05-25,Hrustljava piščančja nabodalca,,19.0
hofer,2014-05-28,Mešanica surovih oreščkov,,99.0
hofer,2014-05-28,Rogljički Double,,39.0
hofer,2014-05-28,Shah hrana za mačke,,33.0
hofer,2014-05-28,Mehki sir v slanici,,79.0
hofer,2014-05-28,Tamponi o.b.,,49.0
hofer,2014-05-28,Kmečka/kuhana šunka,,29.0
hofer,2014-05-28,Narezek iz piščančjega fileja/puranjih prsi,,9.0
hofer,2014-05-28,Rose vino,,59.0
hofer,2014-05-28,Mešanica surovih oreščkov,,99.0
hofer,2014-05-28,Rogljički Double,,39.0
hofer,2014-05-28,Shah hrana za mačke,,33.0
hofer,2014-05-28,Mehki sir v slanici,,79.0
hofer,2014-05-28,Tamponi o.b.,,49.0
hofer,2014-05-28,Kmečka/kuhana šunka,,29.0
hofer,2014-05-28,Narezek iz piščančjega fileja/puranjih prsi,,9.0
hofer,2014-05-28,Rose vino,,59.0
lidl,2014-05-28,Avokado,,59.0
lidl,2014-05-28,Kitajsko zelje,,89.0
lidl,2014-05-28,Vrtna kresnica,,99.0
lidl,2014-05-28,Sadika jagode,,59.0
lidl,2014-05-28,Avokado,,59.0
lidl,2014-05-28,Kitajsko zelje,,89.0
lidl,2014-05-28,Vrtna kresnica,,99.0
lidl,2014-05-28,Sadika jagode,,59.0
perutnina-ptuj,2014-06-01,piščanec po ptujsko,,19.0
perutnina-ptuj,2014-06-01,poli s sirom,,79.0
perutnina-ptuj,2014-06-01,gril perutničke sveže,,79.0
perutnina-ptuj,2014-06-01,piščanec po ptujsko,,19.0
perutnina-ptuj,2014-06-01,poli s sirom,,79.0
perutnina-ptuj,2014-06-01,gril perutničke sveže,,79.0
hofer,2014-06-04,Natur Aktiv bio suho sadje,,39.0
hofer,2014-06-04,Bella karamele z okusom sadja,,29.0
hofer,2014-06-04,Shah hrana za mačke,,99.0
hofer,2014-06-04,Mesni sir,,49.0
hofer,2014-06-04,Sok rdeče pese,,49.0
hofer,2014-06-04,Lutenica,,49.0
hofer,2014-06-04,Šipkov čaj,,99.0
hofer,2014-06-04,Union pivo,,99.0
hofer,2014-06-04,Natur Aktiv bio suho sadje,,39.0
hofer,2014-06-04,Bella karamele z okusom sadja,,29.0
hofer,2014-06-04,Shah hrana za mačke,,99.0
hofer,2014-06-04,Mesni sir,,49.0
hofer,2014-06-04,Sok rdeče pese,,49.0
hofer,2014-06-04,Lutenica,,49.0
hofer,2014-06-04,Šipkov čaj,,99.0
hofer,2014-06-04,Union pivo,,99.0
lidl,2014-06-04,Borovnice,,99.0
lidl,2014-06-04,Paradižnik češnjevec,,69.0
lidl,2014-06-04,Okrasne gredne rastline,,99.0
lidl,2014-06-04,Cvetoči miks,,99.0
lidl,2014-06-04,Borovnice,,99.0
lidl,2014-06-04,Paradižnik češnjevec,,69.0
lidl,2014-06-04,Okrasne gredne rastline,,99.0
lidl,2014-06-04,Cvetoči miks,,99.0
mana,2014-06-08,Mana akcijaMana akcija majic velja od ponedeljka,,99.0
mana,2014-06-08,Mana akcijaMana akcija majic velja od ponedeljka,,99.0
perutnina-ptuj,2014-06-08,piščančji file sveže,,59.0
perutnina-ptuj,2014-06-08,pikantna nabodalca sveže,,79.0
perutnina-ptuj,2014-06-08,piščančja hrenovka brez ovoja,,87.0
perutnina-ptuj,2014-06-08,piščančji file sveže,,59.0
perutnina-ptuj,2014-06-08,pikantna nabodalca sveže,,79.0
perutnina-ptuj,2014-06-08,piščančja hrenovka brez ovoja,,87.0
hofer,2014-06-11,Alio sredstvo za čiščenje pomivalnega stroja,,79.0
hofer,2014-06-11,Bio sojin napitek,,79.0
hofer,2014-06-11,Piščančje hrenovke,,59.0
hofer,2014-06-11,Milfina maslo za mazanje,,29.0
hofer,2014-06-11,Čokolada Noisette,,45.0
hofer,2014-06-11,Garten Krone feferoni,,89.0
hofer,2014-06-11,Pullus Rumeni muškat,,99.0
hofer,2014-06-11,Masa za čevapčiče po akcijski ceni,,69.0
hofer,2014-06-11,Alio sredstvo za čiščenje pomivalnega stroja,,79.0
hofer,2014-06-11,Bio sojin napitek,,79.0
hofer,2014-06-11,Piščančje hrenovke,,59.0
hofer,2014-06-11,Milfina maslo za mazanje,,29.0
hofer,2014-06-11,Čokolada Noisette,,45.0
hofer,2014-06-11,Garten Krone feferoni,,89.0
hofer,2014-06-11,Pullus Rumeni muškat,,99.0
hofer,2014-06-11,Masa za čevapčiče po akcijski ceni,,69.0
mana,2014-06-11,Obleka za samo,,99.0
mana,2014-06-11,Natikači,,99.0
mana,2014-06-11,Obleka za samo,,99.0
mana,2014-06-11,Natikači,,99.0
mana,2014-06-15,Hlače že od,,99.0
mana,2014-06-15,Majica od,,99.0
mana,2014-06-15,Hlače že od,,99.0
mana,2014-06-15,Majica od,,99.0
perutnina-ptuj,2014-06-15,piščančja bedra sveže,,79.0
perutnina-ptuj,2014-06-15,piščančji risbi,,9.0
perutnina-ptuj,2014-06-15,Poetovio,,59.0
perutnina-ptuj,2014-06-15,piščančja bedra sveže,,79.0
perutnina-ptuj,2014-06-15,piščančji risbi,,9.0
perutnina-ptuj,2014-06-15,Poetovio,,59.0
hofer,2014-06-18,Pralineji v obliki srca,,9.0
hofer,2014-06-18,Črni čaj Westcliff,,69.0
hofer,2014-06-18,Folio vrečke za gospodinjstvo,,49.0
hofer,2014-06-18,Milfina jogurt,,25.0
hofer,2014-06-18,Studio arašidi Jumbo,,59.0
hofer,2014-06-18,Bajnof cviček,,39.0
hofer,2014-06-18,Začinjen svinjski steak,,99.0
hofer,2014-06-18,Cockta,,99.0
hofer,2014-06-18,Pralineji v obliki srca,,9.0
hofer,2014-06-18,Črni čaj Westcliff,,69.0
