ID;Store;Date;Price (€);Product Name;Product Name Cleaned;Product Name Grouped
1;Spar;2025-05-20;3.24;Hrenovke hot dog brez ovoja pakirano panvita xxl 520g 1+1;Hrenovke hot dog brez ovoja panvita xxl 1+1;Hrenovke
2;Spar;2025-05-20;3.49;Prve slovenske jagode 500g;Prve slovenske jagode;40 jagode
3;Spar;2025-05-20;1.99;Slovenska solata gentile kristalka 1kg;Slovenska solata gentile kristalka;Slovenska solata živa
4;Spar;2025-05-20;2.99;Krompir pakirano 35g;Krompir;Krompir
5;Spar;2025-05-13;0.99;Slovenska jabolka zlatni delišes 1kg;Slovenska jabolka zlatni delišes;Slovenska jabolka
6;Spar;2025-05-13;1.99;Slovenska solata kristalka gentile 1kg;Slovenska solata kristalka gentile;Slovenska solata živa
7;Spar;2025-05-13;4.99;Slovenski zeleni šparglji 500g;Slovenski zeleni šparglji;Slovenski por
8;Spar;2025-05-06;3.49;Piščančje prsi file ik 500g;Piščančje prsi file ik;Piščančji file
9;Spar;2025-05-06;0.99;Slovenska jabolka idared;Slovenska jabolka idared;Slovenska jabolka
10;Spar;2025-05-06;0.69;Mladi krompir 1kg;Mladi krompir;Bio krompir
11;Spar;2025-04-29;1.99;Paradižnik grapolo 1kg;Paradižnik grapolo;Paradižnik
12;Spar;2025-04-29;1.29;Mlado zelje 1kg;Mlado zelje;Belo zelje
13;Spar;2025-04-29;1.49;Lubenica 1kg;Lubenica;Lubenica
14;Spar;2025-04-22;3.99;Instant napitek cedevita več okusov 455g;Instant napitek cedevita več okusov;Instant napitek cedevita
15;Spar;2025-04-22;1.49;Slivov paradižnik v lončku 500g;Slivov paradižnik v lončku;Bio paradižnik
16;Spar;2025-04-22;1.29;Korenje 1kg;Korenje;Korenje
17;Spar;2025-04-22;1.49;Slovenska jabolka topaz 1kg;Slovenska jabolka topaz;Slovenska jabolka
18;Spar;2025-04-15;1.29;Mlado zelje 1kg;Mlado zelje;Belo zelje
19;Spar;2025-04-15;2.99;Krompir pakiran 35kg;Krompir;Krompir
20;Spar;2025-04-15;0.99;Slovenske jabolke idared 1kg;Slovenske jabolke idared;Slovenske jabolke idared
21;Spar;2025-04-08;1.69;Hruške viljamovke 1kg;Hruške viljamovke;Hruške
22;Spar;2025-04-08;0.99;Slovenska jabolka zlatni delišes 1kg;Slovenska jabolka zlatni delišes;Slovenska jabolka
23;Spar;2025-04-08;0.99;Nio matovilec 100g;Nio matovilec;Nio matovilec
24;Spar;2025-04-01;1.49;Slovenska jabolka topaz 1kg;Slovenska jabolka topaz;Slovenska jabolka
25;Spar;2025-04-01;1.49;Pomaranče natalia 1kg;Pomaranče natalia;Pomaranče
26;Spar;2025-04-01;0.79;Matovilec 100g;Matovilec;Matovilec
27;Spar;2025-03-25;1.19;Slovenska jabolka cripps pink 1kg;Slovenska jabolka cripps pink;Jabolka cripps pink
28;Spar;2025-03-25;0.89;Bio limone pakirano 500g;Bio limone;Bio limone
29;Spar;2025-03-25;1.79;Bio brokoli 500g;Bio brokoli;Brokoli
30;Spar;2025-03-25;2.49;Šopki od;Šopki od;Šopki od
31;Spar;2025-03-18;0.99;Pomaranče 1kg;Pomaranče;Pomaranče
32;Spar;2025-03-18;0.99;Slovenska jabolka idared 1kg;Slovenska jabolka idared;Slovenska jabolka
33;Spar;2025-03-18;0.79;Mlada špinača pakirano 100g;Mlada špinača;Mlada špinača
35;Spar;2025-03-11;3.99;Zeleni špaglji pakirano 420g;Zeleni špaglji;Zeleni čaj
36;Spar;2025-03-11;1.69;Hruške viljamovke 1kg;Hruške viljamovke;Hruške
37;Spar;2025-03-11;2.99;Rdeče grozdje 1kg;Rdeče grozdje;Rdeče grozdje
38;Spar;2025-03-04;3.39;Pivo pittinger schankbier svetlo 42 alk. pločevinke 6 x 05l;Pivo pittinger schankbier svetlo 42 alk. pločevinke 6 x;Pivo
39;Spar;2025-03-04;1.49;Pomaranče natalia 1kg;Pomaranče natalia;Pomaranče
40;Spar;2025-03-04;1.09;Slovenska jabolka elstar 1kg;Slovenska jabolka elstar;Slovenska jabolka
41;Spar;2025-03-04;0.79;Brokoli pakiran 500g;Brokoli;Brokoli
42;Spar;2025-02-25;8.49;Olje zvezda 5l;Olje zvezda;Olje zvezda
43;Spar;2025-02-25;1.29;Rdeče pomaranče 1kg;Rdeče pomaranče;Sok pomaranče
44;Spar;2025-02-25;1.19;Slovenska jabolka gala 1kg;Slovenska jabolka gala;Slovenska jabolka
45;Spar;2025-02-25;0.89;Bio mlada špinača 100g;Bio mlada špinača;Mlada špinača
46;Spar;2025-02-18;1.49;Pomaranče natalia 1kg;Pomaranče natalia;Pomaranče
47;Spar;2025-02-18;1.49;Slovenska jabolka topaz 1kg;Slovenska jabolka topaz;Slovenska jabolka
48;Spar;2025-02-18;1.99;Solata gentile 1kg;Solata gentile;Solata
50;Spar;2025-02-11;1.99;Kisla repa pakirano 1kg;Kisla repa;Kisla repa
51;Spar;2025-02-11;1.19;Slovenska jabolka gala 1kg;Slovenska jabolka gala;Slovenska jabolka
52;Spar;2025-02-11;2.49;Borovnice pakirano 300g;Borovnice;Brovnice
53;Spar;2025-02-04;0.89;Bio rukola pakirano 100g;Bio rukola;Brokoli
54;Spar;2025-02-04;1.49;Jagode pakirano 250g;Jagode;Jagode
55;Spar;2025-01-28;4.89;30 cemeje pivo staropramen svetlo 5 alk.;30 cemeje pivo staropramen svetlo 5 alk.;Deep svetlo pivo
56;Spar;2025-01-28;1.99;Solata gentile kristalka 1kg;Solata gentile kristalka;Slovenska solata živa
57;Spar;2025-01-28;0.99;Slovenska jabolka zlatni delišes 1kg;Slovenska jabolka zlatni delišes;Slovenska jabolka
58;Spar;2025-01-28;0.89;Pomaranče 1kg;Pomaranče;Pomaranče
59;Spar;2025-01-21;1.79;40 jagode pakirano 250g;40 jagode;40 jagode
61;Spar;2025-01-21;1.29;Sladki krompir 1kg;Sladki krompir;Bio krompir
62;Spar;2025-01-21;1.99;Belo grozdje brez pešk pakirano 500g;Belo grozdje brez pešk;Belo grozdje
63;Spar;2025-01-14;1.99;Solata gentile 1kg;Solata gentile;Solata
64;Spar;2025-01-14;0.79;Banane 1kg;Banane;Banane
65;Spar;2025-01-07;2.45;Slovenski krompir pakiran 5kg;Slovenski krompir;Slovenski krompir
66;Spar;2025-01-07;1.99;Klementine pakirano 2kg;Klementine;Klementine
67;Spar;2024-12-10;1.19;40 praznični popust pomaranče natalia 1kg;40 praznični popust pomaranče natalia;Sok pomaranče
69;Spar;2024-10-29;4.99;Kostanj 1kg;Kostanj;Kostanj
70;Spar;2024-10-29;1.99;Kaki perismon- vanilija 1kg;Kaki perismon- vanilija;Kaki
71;Spar;2024-10-22;3.99;Svinjsko pleče brez kosti postrežno 1kg;Svinjsko pleče brez kosti postrežno;Svinjsko pleče
72;Spar;2024-10-22;1.79;Slovenske hruške viljamovke 1kg;Slovenske hruške viljamovke;Slovenske hruške
73;Spar;2024-10-22;0.99;Slovenske buče hokaido in maslenke 1kg;Slovenske buče hokaido in maslenke;Slovenske buče hokaido
74;Spar;2024-10-15;4.99;Kostanj 1kg;Kostanj;Kostanj
75;Spar;2024-10-15;0.89;Banane 1kg;Banane;Banane
76;Spar;2024-10-08;2.99;Piščančji zrezki pakirano 480g;Piščančji zrezki;Puranji zrezki
77;Spar;2024-10-08;1.39;Slovenska jabolka elstar 1kg;Slovenska jabolka elstar;Slovenska jabolka
78;Spar;2024-10-08;2.49;Slovenski krompir pakirano 35kg;Slovenski krompir;Slovenski krompir
79;Spar;2024-10-01;2.49;Mleti piščančji file beder pakirano pivka 400g;Mleti piščančji file beder pivka;Sveži piščančji file
80;Spar;2024-10-01;1.69;Paprika rdeča dolga kapija 1kg;Paprika rdeča dolga kapija;Paprika
81;Spar;2024-10-01;1.79;Slovenske hruške viljamovke 1kg;Slovenske hruške viljamovke;Slovenske hruške
82;Spar;2024-09-24;3.29;Mleto goveje meso pkairano 480g;Mleto goveje meso pkairano;Mlado goveje meso
83;Spar;2024-09-24;1.39;Slovenska jabolka elstar 1kg;Slovenska jabolka elstar;Slovenska jabolka
84;Spar;2024-09-24;2.39;Piščančje hrenovke hot dog perutnina ptuj 624g 480g + 144g;Piščančje hrenovke hot dog perutnina ptuj +;Hot dog hrenovke
85;Spar;2024-09-24;2.99;Slovenski krompir 5kg;Slovenski krompir;Slovenski krompir
86;Spar;2024-09-17;2.99;30 piščančji zrezki ik pakirano 480g;30 piščančji zrezki ik;Puranji zrezki
87;Spar;2024-09-17;0.89;Banane 1kg;Banane;Banane
88;Spar;2024-09-17;1.69;Rdeča dolga paprika kapija 1kg;Rdeča dolga paprika kapija;Rdeča paprika
89;Spar;2024-09-10;2.25;40 mleti file piščančjih beder ik pakirano 400g;40 mleti file piščančjih beder ik;Sveži piščančji file
90;Spar;2024-09-10;1.69;Paprika babura 1kg;Paprika babura;Paprika babura
91;Spar;2024-09-10;1.79;Slovenske hruške viljamovke 1kg;Slovenske hruške viljamovke;Slovenske hruške
92;Spar;2024-09-03;2.99;30 piščančji zrezki ik pakirano 30;30 piščančji zrezki ik 30;Puranji zrezki
93;Spar;2024-09-03;0.89;Banane 1kg 40 1kg;Banane 40;Banane
94;Spar;2024-09-03;1.99;Slovenski paradižnik v grozdu lušt 1kg;Slovenski paradižnik v grozdu lušt;Bio paradižnik v grozdu
95;Spar;2024-08-27;2.25;Piščančji mleti file bederik 400g;Piščančji mleti file bederik;Piščančji file +
96;Spar;2024-08-27;1.4;Slovenska jabolka elstar 1kg;Slovenska jabolka elstar;Slovenska jabolka
97;Spar;2024-08-27;2.99;Slovenski mladi krompir;Slovenski mladi krompir;Slovenski krompir
98;Spar;;7.99;Mlado goveje stegno postrežno 1kg;Mlado goveje stegno postrežno;Mlado goveje pleče
99;Spar;;0.89;Banane 1kg;Banane;Banane
100;Spar;;1.69;Paprika babura 1kg;Paprika babura;Paprika babura
101;Spar;2024-08-13;4.99;Piščančji file 1kg;Piščančji file;Piščančji file
102;Spar;2024-08-13;1.49;Breskve 1kg;Breskve;Breskve
103;Spar;2024-08-13;1.69;Slovenski paradižnik v grozdu 1kg;Slovenski paradižnik v grozdu;Bio paradižnik v grozdu
104;Spar;;2.25;Mleti piščančji file bederik 40 400g;Mleti piščančji file bederik 40;Sveži piščančji file
105;Spar;;1.49;Nektarine 1kg;Nektarine;Nektar
106;Spar;;1.19;Paradižnik grapolo 1kg;Paradižnik grapolo;Paradižnik
107;Spar;2024-07-30;2.99;Piščančji zrezki pakirano 480g;Piščančji zrezki;Puranji zrezki
108;Spar;2024-07-30;2.19;Paradižnik v grozdu lušt 1kg;Paradižnik v grozdu lušt;Bio paradižnik v grozdu
109;Spar;2024-07-30;1.49;Breskve 1kg;Breskve;Breskve
110;Spar;2024-07-23;7.99;Mlado goveje stegno brez kosti postrežno 1kg;Mlado goveje stegno brez kosti postrežno;Mlado goveje pleče
111;Spar;2024-07-23;1.19;Paradižnik grapolo 1kg 40 1kg;Paradižnik grapolo 40;Paradižnik
112;Spar;2024-07-23;0.89;Banane 1kg 40;Banane 40;Banane
113;Spar;2024-07-16;3.49;Svinjsko pleče brez kosti postrežno 1kg;Svinjsko pleče brez kosti postrežno;Svinjsko pleče
114;Spar;2024-07-16;1.99;Paprika babura 1kg;Paprika babura;Paprika babura
115;Spar;2024-07-16;5.99;Hrenovke frankfurter postrećno 1kg;Hrenovke frankfurter postrećno;Hrenovke frankfurter xxl
116;Spar;2024-07-16;1.49;Breskve 1kg;Breskve;Breskve
117;Spar;2024-07-09;2.99;Piščančji zrezki ik pakirano 480g;Piščančji zrezki ik;Puranji zrezki
118;Spar;2024-07-09;1.19;Paradižnik grapolo 1kg 40;Paradižnik grapolo 40;Paradižnik
119;Spar;2024-07-09;1.49;Nektarine 1kg;Nektarine;Nektar
120;Spar;2024-07-09;6.29;Alpsko mleko polnomastno ljubljanske mlekarne 6 x 1l 1l;Alpsko mleko polnomastno ljubljanske mlekarne 6 x;Alpsko mleko
121;Spar;2024-07-02;2.99;Slovenske borovnice pakiranje 250g;Slovenske borovnice pakiranje;Slovenske jagode pakirane
122;Spar;2024-07-02;1.99;Paprika babura 1kg;Paprika babura;Paprika babura
123;Spar;2024-07-02;6.59;Piščančja prsa v ovitku 1kg 50;Piščančja prsa v ovitku 50;Piščančja bedra
124;Spar;2024-07-02;2.25;Mleti file bederik pakirano pivka 400g 40;Mleti file bederik pivka 40;Sveži piščančji file
125;Spar;2024-06-24;0.69;Slovensko mlado zelje 1kg;Slovensko mlado zelje;Slovensko zelje
126;Spar;2024-06-24;0.99;Slovenska jabolka idared 1kg;Slovenska jabolka idared;Slovenska jabolka
128;Spar;2024-06-18;1.69;Breskve 1kg;Breskve;Breskve
129;Spar;2024-06-18;1.99;Paprika babura 1kg;Paprika babura;Paprika babura
130;Spar;2024-06-11;1.89;Marelice 1kg;Marelice;Marelice
131;Spar;2024-06-11;1.39;Solatni paradižnik 1kg;Solatni paradižnik;Solatni krožnik
132;Spar;2024-06-11;4.89;Mleto mešano meso pakirano ave 1kg;Mleto mešano meso ave;Mleto mešano meso
133;Spar;2024-06-04;0.99;Slovenska jabolka idared 1kg;Slovenska jabolka idared;Slovenska jabolka
134;Spar;2024-06-04;1.99;Slavenski paradižnik v grozdu 1kg;Slavenski paradižnik v grozdu;Bio paradižnik v grozdu
135;Spar;2024-05-28;0.99;Slovenska jabolka gala 1kg;Slovenska jabolka gala;Slovenska jabolka
136;Spar;2024-05-28;1.99;Slovenski paradižnik mali lušt 350g;Slovenski paradižnik mali lušt;Bio paradižnik v grozdu
137;Spar;2024-05-21;1.29;Limone 1kg;Limone;Limone
138;Spar;2024-05-21;2.99;Slovenski paradižnik v grozdu 1kg;Slovenski paradižnik v grozdu;Bio paradižnik v grozdu
139;Spar;2024-05-14;1.99;Slovenski paradižnik lušt 200g ali 300g;Slovenski paradižnik lušt ali;Bio paradižnik v grozdu
140;Spar;2024-05-14;4.99;Bio borovnice 500g;Bio borovnice;Brovnice
141;Spar;2024-05-07;1.99;Slovenski paradižnik lušt 200g ali 300g;Slovenski paradižnik lušt ali;Bio paradižnik v grozdu
142;Spar;2024-05-07;2.99;Slovenske jagode 500g;Slovenske jagode;40 jagode
143;Spar;2024-04-30;1.49;Paradižnik grapolo 1kg 40;Paradižnik grapolo 40;Paradižnik
144;Spar;2024-04-30;0.59;Mladi krompir 40 1kg;Mladi krompir 40;Bio krompir
145;Mercator;2024-04-30;4.99;Svinjski vrat brez kosti 1kg;Svinjski vrat brez kosti;Svinjski file
146;Mercator;2024-04-30;2.99;Slovenske jagode 500g;Slovenske jagode;40 jagode
147;Mercator;2024-04-30;6.59;Sir edamec mu 1kg;Sir edamec mu;Sir edam
148;Mercator;2024-04-30;1.24;Sonično olje dijamant 1l;Sonično olje dijamant;Sonično olje zvezda
149;Mercator;2024-04-30;0.95;Pijača pepsi cola;Pijača pepsi cola;Pijača ora
150;Mercator;2024-04-30;2.59;Papirnate brisače paloma;Papirnate brisače paloma;Papirnate brisače
152;Spar;2024-04-23;0.35;Energijski napitek s budget 250ml 12 + 12;Energijski napitek s budget 12 + 12;Energijski napitek
153;Spar;2024-04-23;1.19;Ananas 1kg;Ananas;Ananas
154;Spar;2024-04-23;1.99;Slovenski paradižnik mali lušt 350g;Slovenski paradižnik mali lušt;Bio paradižnik v grozdu
155;Mercator;2024-04-23;2.99;Mleto mešano meso mercator 450g;Mleto mešano meso mercator;Mleto mešano meso
156;Mercator;2024-04-23;1.59;Ananas 1kg;Ananas;Ananas
157;Mercator;2024-04-23;4.69;Sir edamec 800g;Sir edamec;Sir edam
158;Mercator;16.04.204.;4.99;Piščančji zrezki iz fileja pp natur 450g perutnina ptuj;Piščančji zrezki iz fileja pp natur perutnina ptuj;Puranji zrezki
160;Spar;2024-04-16;0.99;Banane 1kg;Banane;Banane
161;Mercator;2024-04-09;3.99;Perutninsko mleto meso pp natur pakirano 600g perutnina ptuj;Perutninsko mleto meso pp natur perutnina ptuj;Xxl mleto meso
162;Mercator;2024-04-09;1.19;Mango cena za kos;Mango;Mango
163;Spar;2024-04-09;5.99;Puranji file postrežno 1kg;Puranji file postrežno;Puranji file
164;Spar;2024-04-09;1.49;Slovenska jabolka topaz 1kg;Slovenska jabolka topaz;Slovenska jabolka
165;Spar;2024-04-03;0.99;Slovenska jabolka idared 1kg;Slovenska jabolka idared;Slovenska jabolka
166;Spar;2024-03-26;0.89;Banane 1kg;Banane;Banane
167;Mercator;2024-03-26;4.99;Puranji zrezki iz fileja pp natur pakirani 400g perutnina ptuj;Puranji zrezki iz fileja pp natur pakirani perutnina ptuj;Puranji zrezki pp natur
168;Mercator;2024-03-26;0.99;Brokoli pakiran 500g;Brokoli;Brokoli
170;Mercator;2024-03-19;1.99;Pipčančje hrenovke coctail mercator pakirane 500g;Pipčančje hrenovke coctail mercator pakirane;Olje mercator
171;Mercator;2024-03-19;0.99;Avokado kos;Avokado kos;Avokado
172;Mercator;2024-03-19;7.99;Piščančje peruti pečene postrežne 1kg;Piščančje peruti pečene postrežne;Piščančje peruti
174;Spar;;1.79;Pomaranče pakirano 2kg;Pomaranče;Pomaranče
175;Spar;;0.99;Pecivo ptiček pakirano 50g slastno pecivo za gregorjevo;Pecivo ptiček slastno pecivo gregorjevo;Pecivo ptiček slastno pecivo gregorjevo
176;Mercator;2024-03-12;3.99;Piščančji file pp natur pakiran 400g;Piščančji file pp natur;Piščančji file +
177;Mercator;2024-03-12;2.29;Namizno rdeče grozdje pakirano 500g;Namizno rdeče grozdje;Namizno belo grozdje
178;Mercator;2024-03-12;3.15;Skuta mercator nepasirana 1kg;Skuta mercator nepasirana;Skuta
179;Mercator;2024-03-12;0.89;Trajno polnomastno mleko mercator 35 m.m. 1l;Trajno polnomastno mleko mercator 35 m.m.;Trajno mleko
180;Mercator;2024-03-05;2.99;Piščančje mleto meso pivka izbrana kakovost pakirano 400g;Piščančje mleto meso pivka izbrana kakovost;Piščančje mleto meso
182;Spar;2024-03-05;0.99;Banane 1kg;Banane;Banane
183;Spar;2024-02-27;1.29;Pomaranče natalia 1kg;Pomaranče natalia;Pomaranče
184;Mercator;2024-02-27;6.99;Sir maasdamer campina 1kg;Sir maasdamer campina;Sir maasdamer
185;Mercator;2024-02-27;1.39;Avokado kos;Avokado kos;Avokado
186;Mercator;2024-02-27;1.19;Panirani zvitek;Panirani zvitek;Panirani zvitek
187;Mercator;;3.99;Piščančji file pp natur mala mišica izabrana kakovost pakiran 400g;Piščančji file pp natur mala mišica izabrana kakovost;Piščančji zrezek pp natur
188;Mercator;;6.99;Mesna lazanja postrežna 1kg;Mesna lazanja postrežna;Mesna lazanja
189;Spar;2024-02-20;1.49;Mandarine 1kg;Mandarine;Mandarine
190;Spar;2024-02-13;0.99;Banane 1kg;Banane;Banane
192;Mercator;2024-02-14;3.99;Piščančja bedra zrezki pp natur 500g;Piščančja bedra zrezki pp natur;Piščančja bedra po
193;Mercator;2024-02-14;0.99;Banane 1kg;Banane;Banane
194;Mercator;2024-02-06;2.99;Mleto perutninsko meso pp natur pakirano 450g perutninsko ptuj;Mleto perutninsko meso pp natur perutninsko ptuj;Xxl mleto meso
195;Mercator;2024-02-06;1.19;Redeča grenivke 1kg;Redeča grenivke;Rdeče grenivke
196;Mercator;2024-02-06;6.59;Pečena piščančja bedra marinirana 1kg;Pečena piščančja bedra marinirana;Pečena piščančja bedra marinirana
197;Spar;2024-01-30;1.49;Mandarine 1kg;Mandarine;Mandarine
199;Spar;2024-01-23;0.99;Banane 1kg;Banane;Banane
200;Mercator;2024-01-23;2.29;Piščančja bedra pp natur pakirana 440g perutnina ptuj;Piščančja bedra pp natur perutnina ptuj;Piščančja bedra po
201;Mercator;2024-01-23;2.29;Cvetača cena za kos;Cvetača;Cvetača
202;Mercator;2024-01-23;7.99;Pečena piščančja prsa postrežna cena za kg;Pečena piščančja prsa postrežna cena kg;Pečena piščančja prsa postrežna cena kg
203;Mercator;2024-01-09;2.49;Belo grozdje pakirano 500g;Belo grozdje;Belo grozdje
204;Mercator;2024-01-09;3.19;Puranje mleto meso vindon 500g;Puranje mleto meso vindon;Puranje meso juho
206;Mercator;12.12.2023..;4.79;Puranji zrezki iz fileja pp natur pakirani 400g perutnina ptuj;Puranji zrezki iz fileja pp natur pakirani perutnina ptuj;Puranji zrezki pp natur
207;Mercator;12.12.2023..;1.99;Granatno jabolko 1kg;Granatno jabolko;Granatno jabolko
208;Mercator;12.12.2023..;1.79;Jadranske sardele adria zamrznjene 1kg;Jadranske sardele adria zamrznjene;Jadranske sardele
209;Mercator;2023-12-05;3.99;Čevapčiči v lepinji postreženi cena za kost;Čevapčiči v lepinji postreženi cena kost;Čevapčiči
210;Mercator;2023-12-05;1.69;Brokoli pakiran 500g cena za kos;Brokoli;Brokoli
211;Mercator;2023-12-05;2.99;Mleto perutninsko meso pp natur pakirano 450g perutnina ptuj;Mleto perutninsko meso pp natur perutnina ptuj;Xxl mleto meso
212;Mercator;2023-11-28;3.99;Mesni pripravek iz mletega govejega mesa ave pakiran 450g;Mesni pripravek iz mletega govejega mesa ave;Mesni pripravek iz mletega govejega mesa ave
213;Mercator;2023-11-28;1.19;Avokado kos;Avokado kos;Avokado
214;Mercator;2023-11-28;4.69;Sir edamec mercator pakiran 800g;Sir edamec mercator;Sir edam
215;Mercator;2023-11-28;3.35;Sosedov kruh;Sosedov kruh;Sosedov kruh
216;Mercator;2023-11-14;1.39;Mango cena za kos;Mango;Mango
217;Mercator;2023-11-14;3.35;Sosed hlebec pšenični mešani s semeni pekarna grosuplje 700g;Sosed hlebec pšenični mešani s semeni pekarna grosuplje;Kruh s semeni
218;Mercator;2023-11-07;5.99;Pečena svinjska krača 1kg;Pečena svinjska krača;Sveža svinjska krača
219;Mercator;2023-11-07;1.49;Buče hokaido 1kg;Buče hokaido;Buče hokaido
220;Mercator;2023-11-07;4.49;Piščančji trakci iz fileja prsi pivka 500g;Piščančji trakci iz fileja prsi pivka;Piščančji medaljoni pivka
221;Mercator;2023-11-07;3.19;Kruh mainar;Kruh mainar;Kruh mainar
222;Mercator;2023-10-24;5.99;Krompirjeva musaka z mesom postrećna 1kg;Krompirjeva musaka z mesom postrećna;Krompirjeva musaka z mesom postrećna
223;Mercator;2023-10-24;3.99;Goveje mleto meso z’dežele 500g;Goveje mleto meso z’dežele;Goveje meso juho
224;Mercator;2023-10-24;1.99;Rdeče grenivke 1kg;Rdeče grenivke;Rdeče grenivke
225;Mercator;2023-10-24;2.19;Kruh krjavel;Kruh krjavel;Kruh krjavel
226;Mercator;;1.99;Kivi 1kg;Kivi;Kivi
227;Mercator;;2.39;Piščančje hrenovke mercator pakirane 800g;Piščančje hrenovke mercator pakirane;Olje mercator
228;Mercator;;2.09;Sendvič z mozzarelo minure 290g;Sendvič z mozzarelo minure;Sendvič
229;Mercator;;2.09;Tortilja wrap minute 150g;Tortilja wrap minute;Tortilja wrap minute
230;Lidl;2023-09-27;4.99;Ramstek žar legende mesnine štajerske 300g;Ramstek žar legende mesnine štajerske;Ramstek žar legende mesnine štajerske
231;Lidl;2023-09-27;2.39;Žar legende meso kamnik s hamburško slanino 400g;Žar legende meso kamnik s hamburško slanino;Žar legende meso kamnik s hamburško slanino
232;Lidl;2023-09-27;1.19;Dulano piščančje prsi več vrst 80g;Dulano piščančje prsi več vrst;M&m več vrst
233;Lidl;2023-09-27;2.99;Svinjsko meso za golaž celjske mesnine 500g;Svinjsko meso golaž celjske mesnine;Svinjsko meso golaž
234;Lidl;2023-09-27;0.89;Štručka s česnovim maslom 165g;Štručka s česnovim maslom;Štručka s sirom
235;Lidl;2023-09-27;0.69;Pizza štručka 120g;Pizza štručka;Pizza šunka
236;Lidl;2023-09-27;0.79;Smoothie 250ml;Smoothie;Smoothie
237;Lidl;2023-09-27;0.79;Skuta sweetello pilos 150g;Skuta sweetello pilos;Skuta sweetello
238;Lidl;2023-09-27;0.69;Desert zelene doline desert stracciatella;Desert zelene doline desert stracciatella;Sir zelene doline
239;Lidl;2023-09-27;1.89;Premium hummus 220g;Premium hummus;Premium humus
240;Lidl;2023-09-27;0.39;Pilos kisela smetana 12 m.m. 180g;Pilos kisela smetana 12 m.m.;Pilos kisela smetana 12 m.m.
241;Lidl;2023-09-27;2.49;Madžarica 420g;Madžarica;Madžarica
243;Mercator;2023-09-26;6.59;Mesna lazanja postrežna 1kg;Mesna lazanja postrežna;Mesna lazanja
244;Mercator;2023-09-26;1.49;Bučehokaido 1kf;Bučehokaido 1kf;Buče hokaido
245;Mercator;2023-09-26;4.49;Puranji zrezki iz fileja pp natur pakirani 400g;Puranji zrezki iz fileja pp natur pakirani;Puranji zrezki pp natur
246;Mercator;2023-09-26;2.19;Kruh polovička s semeni;Kruh polovička s semeni;Kruh polovička s semeni
247;Mercator;2023-09-19;1.89;Kruh krjavelj 530g kos;Kruh krjavelj kos;Kruh krjavel
248;Mercator;2023-09-19;1.19;Slive 1kg;Slive;Slive
249;Mercator;2023-09-19;2.99;Mlado goveje mleto meso pakirano 420g;Mlado goveje mleto meso;Xxl goveje mleto meso
250;Lidl;2023-05-31;6.99;Svinjski file 450 g za;Svinjski file;Svinjski file
251;Lidl;2023-05-31;4.99;Ramsteak 300 g za;Ramsteak;Ramsteak
252;Lidl;2023-05-31;1.99;Piščančje krače;Piščančje krače;Piščančji file
253;Lidl;2023-05-31;1.99;Piščančja stegna 600 g za;Piščančja stegna;Piščančja stegna
254;Lidl;2023-05-31;2.79;Klobasa za kuhanje 500 g za;Klobasa kuhanje;Klobasa kuhanje
255;Lidl;2023-05-31;1.49;Mlečni namaz 150 g za;Mlečni namaz;Mlečni riž
256;Lidl;2023-05-31;1.99;Sir jošt v rezinah;Sir jošt v rezinah;Sir jošt
257;Lidl;2023-05-31;2.29;Jadranske sardele 1kg za;Jadranske sardele;Jadranske sardele
258;Lidl;2023-05-31;2.29;Zamrznjeno sadje 750 g za;Zamrznjeno sadje;Zamznjeno sadje
259;Lidl;2023-05-31;1.49;Bio kombucha več vrst;Bio kombucha več vrst;Bio muesli več vrst
260;Lidl;2023-05-31;0.22;Pirina štručka 2 +1 za;Pirina štručka 2 +1;Pirina štručka 2 +1
261;Spar;2023-05-30;3.99;Borovnice 500 g za;Borovnice;Brovnice
262;Mercator;2023-05-23;3.64;Pizza šunka pik postrežena pik vrbovec plus cena za 1kg;Pizza šunka pik postrežena pik vrbovec plus cena;Pizza šunka sir
263;Mercator;2023-05-23;2.39;Šparglji zeleni pakirani 500g;Šparglji zeleni pakirani;Šparglji
264;Lidl;2023-05-24;2.19;Piščančje peruti 400 g za;Piščančje peruti;Piščančje peruti
265;Lidl;2023-05-24;2.89;Svinjski steaki 350 g za;Svinjski steaki;Svinjski steak
266;Lidl;2023-05-24;4.79;Telečji zrezki 350 g za;Telečji zrezki;Telečji zrezki
267;Lidl;2023-05-24;2.39;Pleskavice 450 g za;Pleskavice;Pleskavice
268;Lidl;2023-05-24;2.99;Čajna salama 500 g za;Čajna salama;Čajna
269;Lidl;2023-05-24;2.49;Poetovio piščančji narezek 250 g za;Poetovio piščančji narezek;Poetovio piščančji narezek
270;Lidl;2023-05-24;1.89;Cheesburger več vrst 320 g za;Cheesburger več vrst;Cheesburger
271;Lidl;2023-05-24;4.39;Kozice 300 g za;Kozice;Kozice
272;Lidl;2023-05-24;0.22;Žemlja xxl;Žemlja xxl;Žemlja
273;Lidl;2023-05-24;3.69;Patagonski lignji 400 g za;Patagonski lignji;Patagonski lignji
274;Lidl;2023-05-24;1.99;Alkoholni kis za vlaganje 3l za;Alkoholni kis vlaganje;Alkoholni kis
276;Mercator;2023-05-16;2.99;Mleto perutninsko meso pp natur pakiano 450g perutnina ptuj;Mleto perutninsko meso pp natur pakiano perutnina ptuj;Xxl mleto meso
